start_ip,end_ip,join_key,city,region,country,latitude,longitude,postal_code,timezone
1.62.103.96,1.62.103.103,1.62.0.0,Qingdao,Shandong,CN,36.06488,120.38042,,Asia/Shanghai
1.69.26.0,1.69.26.31,1.69.0.0,Chengdu,Sichuan,CN,30.66667,104.06667,,Asia/Shanghai
1.10.177.48,1.10.177.55,1.10.0.0,U Thong,Suphanburi,TH,14.37514,99.89225,10230,Asia/Bangkok
105.158.75.94,105.158.75.107,105.158.0.0,Meknès,Fès-Meknès,MA,33.89352,-5.54727,,Africa/Casablanca
1.10.226.220,1.10.226.221,1.10.0.0,Sangkhla Buri,Kanchanaburi,TH,15.15553,98.45361,71240,Asia/Bangkok
101.56.74.80,101.56.74.87,101.56.0.0,Lisciano di Colloto,The Marches,IT,42.80259,13.49374,63100,Europe/Rome
1.156.175.0,1.156.175.39,1.156.0.0,Brisbane,Queensland,AU,-27.30215,152.95323,4500,Australia/Brisbane
105.211.69.0,105.211.72.255,105.211.0.0,London,England,GB,51.50853,-0.12574,EC1A,Europe/London
101.249.151.146,101.249.151.147,101.249.0.0,Nanjing,Jiangsu,CN,32.06167,118.77778,,Asia/Shanghai
103.246.181.98,103.246.181.99,103.246.0.0,Milbrodale,New South Wales,AU,-32.69555,151.00957,2330,Australia/Sydney
101.74.133.112,101.74.133.115,101.74.0.0,Qingdao,Shandong,CN,36.06488,120.38042,,Asia/Shanghai
103.27.230.236,103.27.230.237,103.27.0.0,Reno,Nevada,US,39.52963,-119.8138,89501,America/Los_Angeles
105.154.222.64,105.154.222.65,105.154.0.0,Smimou,Marrakesh-Safi,MA,31.21014,-9.70863,,Africa/Casablanca
103.148.102.0,103.148.103.255,103.148.0.0,Tungi,Dhaka,BD,23.89154,90.40232,1230,Asia/Dhaka
101.174.21.171,101.174.21.185,101.174.0.0,Adelaide,South Australia,AU,-34.92866,138.59863,5000,Australia/Adelaide
105.242.240.245,105.242.240.245,105.242.0.0,Cape Town,Western Cape,ZA,-33.92584,18.42322,7945,Africa/Johannesburg
102.52.148.56,102.52.148.67,102.52.0.0,Agadir,Souss-Massa,MA,30.42018,-9.59815,,Africa/Casablanca
1.74.242.0,1.74.242.31,1.74.0.0,Kasuga,Fukuoka,JP,33.52594,130.4611,816-0814,Asia/Tokyo
105.196.73.50,105.196.73.51,105.196.0.0,Al Qūşīyah,Asyut,EG,27.44023,30.81712,,Africa/Cairo
1.187.1.210,1.187.1.212,1.187.0.0,Ozar,Maharashtra,IN,20.09473,73.92816,423502,Asia/Kolkata
101.179.168.236,101.179.168.237,101.179.0.0,Eton,Queensland,AU,-21.26471,148.97237,4741,Australia/Brisbane
105.250.226.32,105.250.226.63,105.250.0.0,Mossel Bay,Western Cape,ZA,-34.1167,22.1167,6520,Africa/Johannesburg
104.158.24.32,104.158.24.55,104.158.0.0,Toronto,Ontario,CA,43.6513,-79.3756,M5C,America/Toronto
104.28.99.72,104.28.99.72,104.28.0.0,Saipan,Saipan,MP,15.21233,145.7545,96950,Pacific/Saipan
101.109.63.160,101.109.63.194,101.109.0.0,Chon Buri,Chon Buri,TH,13.3622,100.98345,20160,Asia/Bangkok
105.201.76.208,105.201.76.223,105.201.0.0,Ain Sukhna,Suez,EG,29.60018,32.31671,,Africa/Cairo
103.48.182.240,103.48.182.243,103.48.0.0,Tiruvannāmalai,Tamil Nadu,IN,12.22662,79.07461,606611,Asia/Kolkata
101.16.81.122,101.16.81.159,101.16.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
101.64.102.161,101.64.102.187,101.64.0.0,Ningbo,Zhejiang,CN,29.87819,121.54945,,Asia/Shanghai
104.193.238.112,104.193.238.255,104.193.0.0,Moses Lake,Washington,US,47.13014,-119.27808,98837,America/Los_Angeles
1.62.40.232,1.62.40.232,1.62.0.0,Harbin,Heilongjiang,CN,45.75,126.65,,Asia/Shanghai
1.33.63.49,1.33.63.49,1.33.0.0,Morioka,Iwate,JP,39.7,141.15,020-0015,Asia/Tokyo
105.226.94.75,105.226.94.75,105.226.0.0,Springbok,Northern Cape,ZA,-29.66434,17.8865,8240,Africa/Johannesburg
103.124.136.129,103.124.136.135,103.124.0.0,Kudus,Central Java,ID,-6.8048,110.8405,,Asia/Jakarta
105.92.120.218,105.92.120.219,105.92.0.0,Sohag,Sohag,EG,26.55695,31.69478,,Africa/Cairo
102.52.127.64,102.52.127.127,102.52.0.0,Hassilabied,Drâa-Tafilalet,MA,31.13448,-4.02623,,Africa/Casablanca
104.235.159.167,104.235.159.171,104.235.0.0,West Frankfort,Illinois,US,37.89783,-88.93146,62896,America/Chicago
105.196.75.20,105.196.75.21,105.196.0.0,Ismailia,Ismailia,EG,30.60427,32.27225,,Africa/Cairo
101.30.200.26,101.30.200.26,101.30.0.0,Qingdao,Shandong,CN,36.06488,120.38042,,Asia/Shanghai
1.197.89.80,1.197.89.85,1.197.0.0,Nanjing,Jiangsu,CN,32.06167,118.77778,,Asia/Shanghai
101.191.197.176,101.191.197.191,101.191.0.0,Jaspers Brush,New South Wales,AU,-34.81667,150.66667,2535,Australia/Sydney
1.159.203.132,1.159.203.147,1.159.0.0,Perth,Western Australia,AU,-31.94325,115.86335,6003,Australia/Perth
102.158.209.76,102.158.209.79,102.158.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
1.197.236.11,1.197.236.13,1.197.0.0,Hangzhou,Zhejiang,CN,30.29365,120.16142,,Asia/Shanghai
1.194.86.193,1.194.86.194,1.194.0.0,Nanjing,Jiangsu,CN,32.06167,118.77778,,Asia/Shanghai
101.27.232.114,101.27.232.115,101.27.0.0,Qingdao,Shandong,CN,36.06488,120.38042,,Asia/Shanghai
1.9.206.116,1.9.206.118,1.9.0.0,Kota Bharu,Kelantan,MY,6.12361,102.24333,15000,Asia/Kuala_Lumpur
101.187.134.32,101.187.134.33,101.187.0.0,Hobart,Tasmania,AU,-42.87936,147.32941,7000,Australia/Hobart
101.116.92.24,101.116.92.27,101.116.0.0,Gold Coast,Queensland,AU,-27.96369,153.36697,4214,Australia/Brisbane
102.143.224.224,102.143.224.231,102.143.0.0,Port Sudan,Red Sea,SD,19.61745,37.21644,,Africa/Khartoum
105.248.112.0,105.248.112.255,105.248.0.0,Kruisfontein,Eastern Cape,ZA,-33.9028,24.8675,6330,Africa/Johannesburg
102.106.22.56,102.106.22.79,102.106.0.0,As Sanad,Gafsa,TN,34.4628,9.26404,,Africa/Tunis
101.175.17.6,101.175.17.7,101.175.0.0,Condobolin,New South Wales,AU,-33.08877,147.15139,2877,Australia/Sydney
102.45.242.216,102.45.242.219,102.45.0.0,Madīnat Sittah Uktūbar,Giza,EG,29.81667,31.05,,Africa/Cairo
1.62.70.40,1.62.70.47,1.62.0.0,Harbin,Heilongjiang,CN,45.75,126.65,,Asia/Shanghai
103.140.147.105,103.140.147.105,103.140.0.0,Olecko,Warmia-Masuria,PL,54.03374,22.50704,19-400,Europe/Warsaw
102.190.98.60,102.190.98.247,102.190.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
103.17.223.51,103.17.223.64,103.17.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
101.249.86.52,101.249.86.52,101.249.0.0,Chengdu,Sichuan,CN,30.66667,104.06667,,Asia/Shanghai
101.174.131.174,101.174.131.203,101.174.0.0,Adelaide,South Australia,AU,-34.9105,138.5346,5025,Australia/Adelaide
103.9.115.1,103.9.115.1,103.9.0.0,Singapore,,SG,1.28967,103.85007,018989,Asia/Singapore
101.167.38.0,101.167.38.3,101.167.0.0,Mackay,Queensland,AU,-21.15345,149.16554,9943,Australia/Brisbane
103.242.191.0,103.242.191.7,103.242.0.0,Kolkata,West Bengal,IN,22.56263,88.36304,700006,Asia/Kolkata
102.51.62.108,102.51.62.135,102.51.0.0,Marrakesh,Marrakesh-Safi,MA,31.63416,-7.99994,,Africa/Casablanca
102.143.193.171,102.143.193.255,102.143.0.0,Canberra,Australian Capital Territory,AU,-35.28346,149.12807,2600,Australia/Sydney
1.199.137.198,1.199.137.199,1.199.0.0,Chengdu,Sichuan,CN,30.66667,104.06667,,Asia/Shanghai
105.156.116.138,105.156.116.138,105.156.0.0,Safi,Marrakesh-Safi,MA,32.29939,-9.23718,,Africa/Casablanca
104.44.42.94,104.44.42.94,104.44.0.0,Düsseldorf,North Rhine-Westphalia,DE,51.22172,6.77616,40210,Europe/Berlin
102.109.222.158,102.109.222.163,102.109.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
1.187.117.216,1.187.117.221,1.187.0.0,Pune,Maharashtra,IN,18.51957,73.85535,411001,Asia/Kolkata
104.28.57.167,104.28.57.168,104.28.0.0,Danbury,Connecticut,US,41.39482,-73.45401,06810,America/New_York
105.54.254.160,105.54.254.191,105.54.0.0,Lugulu,Busia,KE,0.39337,34.30399,,Africa/Nairobi
102.188.34.236,102.188.34.255,102.188.0.0,Ţanţā,Gharbia,EG,30.78847,31.00192,,Africa/Cairo
104.2.220.0,104.2.220.15,104.2.0.0,Lake City,Florida,US,30.1601,-82.6396,32025,America/New_York
1.53.152.58,1.53.152.59,1.53.0.0,Cam Ranh,Khánh Hòa,VN,11.92144,109.15913,57850,Asia/Ho_Chi_Minh
1.69.232.26,1.69.232.63,1.69.0.0,Shanxi,Hunan,CN,28.03167,110.95444,,Asia/Shanghai
101.187.133.208,101.187.133.217,101.187.0.0,Gold Coast,Queensland,AU,-28.00029,153.43088,4217,Australia/Brisbane
103.142.175.0,103.142.175.15,103.142.0.0,Jaipur,Rajasthan,IN,26.91962,75.78781,302001,Asia/Kolkata
105.164.163.66,105.164.163.66,105.164.0.0,Hola,Tana River,KE,-1.48256,40.03341,,Africa/Nairobi
101.186.173.192,101.186.173.229,101.186.0.0,Melbourne,Victoria,AU,-37.8368,145.273,3153,Australia/Melbourne
102.186.67.200,102.186.67.201,102.186.0.0,Damanhūr,Beheira,EG,31.03408,30.46823,,Africa/Cairo
102.122.3.108,102.122.3.111,102.122.0.0,Berber,River Nile,SD,18.02158,33.98299,,Africa/Khartoum
104.8.115.204,104.8.115.207,104.8.0.0,Longview,Texas,US,32.5547,-94.7767,75605,America/Chicago
101.30.238.136,101.30.238.143,101.30.0.0,Qingdao,Shandong,CN,36.06488,120.38042,,Asia/Shanghai
102.6.106.232,102.6.106.239,102.6.0.0,Nakuru,Nakuru,KE,-0.30719,36.07225,,Africa/Nairobi
102.146.112.136,102.146.112.139,102.146.0.0,Livingstone,Southern,ZM,-17.84194,25.85425,,Africa/Lusaka
101.184.60.132,101.184.60.133,101.184.0.0,Tweed Heads,New South Wales,AU,-28.17671,153.5452,2485,Australia/Sydney
103.144.80.67,103.144.80.70,103.144.0.0,Pekanbaru,Riau,ID,0.51667,101.44167,,Asia/Jakarta
101.136.102.128,101.136.102.135,101.136.0.0,Taitung,Taiwan,TW,22.75991,121.14457,,Asia/Taipei
105.197.91.79,105.197.91.95,105.197.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
103.90.230.108,103.90.230.117,103.90.0.0,Ðà Lạt,Lâm Đồng,VN,11.94646,108.44193,66150,Asia/Ho_Chi_Minh
101.191.13.88,101.191.13.95,101.191.0.0,Wangaratta,Victoria,AU,-36.35846,146.32056,3676,Australia/Melbourne
102.2.249.90,102.2.249.133,102.2.0.0,Nairobi,Nairobi Area,KE,-1.28333,36.81667,,Africa/Nairobi
105.204.86.64,105.204.86.95,105.204.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
104.44.20.180,104.44.20.180,104.44.0.0,Cardiff,Wales,GB,51.48,-3.18,CF10,Europe/London
105.157.141.149,105.157.141.151,105.157.0.0,Al Hoceïma,Tanger-Tetouan-Al Hoceima,MA,35.25165,-3.93723,,Africa/Casablanca
100.19.15.0,100.19.15.255,100.19.0.0,Philadelphia,Pennsylvania,US,39.9845,-75.2282,19131,America/New_York
103.211.17.0,103.211.17.255,103.211.0.0,Bengaluru,Karnataka,IN,12.97194,77.59369,560002,Asia/Kolkata
101.65.112.34,101.65.112.35,101.65.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
1.158.188.230,1.158.188.231,1.158.0.0,Wallaroo,South Australia,AU,-33.93881,137.63365,5556,Australia/Adelaide
101.191.237.88,101.191.237.129,101.191.0.0,Sydney,New South Wales,AU,-33.8678,151.2073,1041,Australia/Sydney
1.214.249.0,1.214.249.30,1.214.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
101.176.128.236,101.176.128.255,101.176.0.0,Sydney,New South Wales,AU,-33.9555,151.01603,2212,Australia/Sydney
105.191.15.240,105.191.15.243,105.191.0.0,Kenitra,Rabat-Salé-Kénitra,MA,34.26101,-6.5802,,Africa/Casablanca
1.0.236.160,1.0.236.175,1.0.0.0,Dong Luang,Mukdahan,TH,16.81589,104.538,49150,Asia/Bangkok
1.20.104.24,1.20.104.31,1.20.0.0,Pai,Chiang Mai,TH,19.36168,98.43973,58130,Asia/Bangkok
103.149.30.0,103.149.30.255,103.149.0.0,Tokyo,Tokyo,JP,35.6895,139.69171,101-8656,Asia/Tokyo
105.166.4.190,105.166.4.207,105.166.0.0,Nairobi,Nairobi Area,KE,-1.28333,36.81667,,Africa/Nairobi
102.32.10.80,102.32.10.83,102.32.0.0,Soweto,Gauteng,ZA,-26.3567,27.8333,1820,Africa/Johannesburg
100.41.223.54,100.41.223.69,100.41.0.0,Ashburn,Virginia,US,39.04372,-77.48749,20147,America/New_York
105.40.115.232,105.40.115.232,105.40.0.0,Al Qūşīyah,Asyut,EG,27.44023,30.81712,,Africa/Cairo
101.207.236.68,101.207.236.71,101.207.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
104.28.37.117,104.28.37.120,104.28.0.0,Ahmedabad,Gujarat,IN,23.02579,72.58727,380001,Asia/Kolkata
103.244.241.83,103.244.241.83,103.244.0.0,Hazāribāgh,Jharkhand,IN,23.99241,85.36162,825302,Asia/Kolkata
102.78.187.92,102.78.187.95,102.78.0.0,Inezgane,Souss-Massa,MA,30.35535,-9.53639,,Africa/Casablanca
105.199.34.85,105.199.34.87,105.199.0.0,Asyūţ,Asyut,EG,27.18096,31.18368,,Africa/Cairo
105.166.52.208,105.166.53.63,105.166.0.0,Nairobi,Nairobi Area,KE,-1.28333,36.81667,,Africa/Nairobi
102.185.94.104,102.185.94.121,102.185.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
102.136.144.64,102.136.144.255,102.136.0.0,Bingerville,Abidjan,CI,5.35581,-3.88537,,Africa/Abidjan
105.112.143.36,105.112.143.39,105.112.0.0,Bonny,Rivers,NG,4.4516,7.17074,,Africa/Lagos
103.41.31.48,103.41.31.49,103.41.0.0,Dārjiling,West Bengal,IN,27.03333,88.26667,734101,Asia/Kolkata
1.199.240.114,1.199.240.119,1.199.0.0,Hangzhou,Zhejiang,CN,30.29365,120.16142,,Asia/Shanghai
104.59.61.16,104.59.61.19,104.59.0.0,Lyons,Kansas,US,38.34501,-98.20173,67554,America/Chicago
101.25.130.204,101.25.130.207,101.25.0.0,Qingdao,Shandong,CN,36.06488,120.38042,,Asia/Shanghai
105.59.73.80,105.59.73.95,105.59.0.0,Eldoret,Uasin Gishu,KE,0.52036,35.26993,,Africa/Nairobi
104.28.90.64,104.28.90.65,104.28.0.0,San Francisco,California,US,37.7621,-122.3971,94107,America/Los_Angeles
101.66.103.94,101.66.103.118,101.66.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
101.182.148.0,101.182.148.7,101.182.0.0,Gold Coast,Queensland,AU,-28.00029,153.43088,4217,Australia/Brisbane
1.1.139.125,1.1.139.127,1.1.0.0,Nikhom Kham Soi,Mukdahan,TH,16.37167,104.55147,49130,Asia/Bangkok
101.20.211.172,101.20.211.175,101.20.0.0,Shenyang,Liaoning,CN,41.79222,123.43278,,Asia/Shanghai
105.145.164.128,105.145.164.191,105.145.0.0,Tangier,Tanger-Tetouan-Al Hoceima,MA,35.76727,-5.79975,,Africa/Casablanca
102.184.236.242,102.184.236.251,102.184.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
101.178.6.3,101.178.6.19,101.178.0.0,Hobart,Tasmania,AU,-42.87936,147.32941,7000,Australia/Hobart
101.75.39.32,101.75.39.51,101.75.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
102.5.2.8,102.5.2.63,102.5.0.0,Nairobi,Nairobi Area,KE,-1.28333,36.81667,,Africa/Nairobi
1.33.63.224,1.33.63.255,1.33.0.0,Sendai,Miyagi,JP,38.2213,140.8109,982-0221,Asia/Tokyo
101.98.118.64,101.98.118.64,101.98.0.0,Hamilton,Waikato,NZ,-37.78333,175.28333,3214,Pacific/Auckland
101.178.163.224,101.178.168.255,101.178.0.0,Melbourne,Victoria,AU,-37.814,144.96332,3000,Australia/Melbourne
1.190.155.96,1.190.155.111,1.190.0.0,Harbin,Heilongjiang,CN,45.75,126.65,,Asia/Shanghai
1.156.112.0,1.156.113.255,1.156.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
105.219.224.0,105.219.225.255,105.219.0.0,London,England,GB,51.50853,-0.12574,EC1A,Europe/London
101.128.247.0,101.128.247.31,101.128.0.0,Aomori,Aomori,JP,40.8232,140.7708,030-0966,Asia/Tokyo
1.53.204.192,1.53.204.195,1.53.0.0,Nha Trang,Khánh Hòa,VN,12.24507,109.19432,57150,Asia/Ho_Chi_Minh
102.28.78.224,102.28.78.255,102.28.0.0,Kesra,Silyānah,TN,35.81363,9.36434,,Africa/Tunis
1.62.198.20,1.62.198.20,1.62.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
1.197.204.109,1.197.204.110,1.197.0.0,Chengdu,Sichuan,CN,30.66667,104.06667,,Asia/Shanghai
1.79.177.100,1.79.177.110,1.79.0.0,Sapporo,Hokkaido,JP,43.06667,141.35,065-0010,Asia/Tokyo
104.183.1.0,104.183.3.255,104.183.0.0,Fair Oaks,California,US,38.64463,-121.27217,95628,America/Los_Angeles
1.41.241.156,1.41.241.156,1.41.0.0,Cowra,New South Wales,AU,-33.83554,148.69663,2794,Australia/Sydney
101.205.211.253,101.205.211.253,101.205.0.0,Chengdu,Sichuan,CN,30.66667,104.06667,,Asia/Shanghai
102.5.59.192,102.5.59.192,102.5.0.0,Isiolo,Isiolo,KE,0.35462,37.58218,,Africa/Nairobi
101.249.128.32,101.249.128.32,101.249.0.0,Bayi,Tibet,CN,29.65812,94.35892,,Asia/Shanghai
104.134.112.0,104.134.117.255,104.134.0.0,Mountain View,California,US,37.4056,-122.0775,94043,America/Los_Angeles
1.239.108.0,1.239.108.255,1.239.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
103.235.164.135,103.235.164.135,103.235.0.0,Rānīpur,Uttar Pradesh,IN,25.25034,79.06204,284205,Asia/Kolkata
1.1.227.112,1.1.227.127,1.1.0.0,Kham Thale So,Nakhon Ratchasima,TH,14.96083,101.94789,30280,Asia/Bangkok
101.20.249.240,101.20.249.243,101.20.0.0,Shenyang,Liaoning,CN,41.79222,123.43278,,Asia/Shanghai
103.226.20.0,103.226.21.255,103.226.0.0,Jaipur,Rajasthan,IN,26.7865,75.5809,302015,Asia/Kolkata
1.156.245.0,1.156.245.59,1.156.0.0,Brisbane,Queensland,AU,-27.54324,153.08993,4122,Australia/Brisbane
101.109.241.160,101.109.241.161,101.109.0.0,Hat Yai,Songkhla,TH,7.00836,100.47668,90110,Asia/Bangkok
105.45.195.0,105.45.195.63,105.45.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
101.182.129.102,101.182.129.105,101.182.0.0,Brisbane,Queensland,AU,-27.4679,153.0281,9010,Australia/Brisbane
101.26.122.194,101.26.122.194,101.26.0.0,Qingdao,Shandong,CN,36.06488,120.38042,,Asia/Shanghai
102.45.184.32,102.45.184.39,102.45.0.0,Alexandria,Alexandria,EG,31.20176,29.91582,,Africa/Cairo
104.52.250.32,104.52.250.39,104.52.0.0,Anderson,South Carolina,US,34.5261,-82.6304,29621,America/New_York
101.98.96.224,101.98.96.239,101.98.0.0,Auckland,Auckland,NZ,-36.84853,174.76349,1010,Pacific/Auckland
105.133.2.0,105.133.4.63,105.133.0.0,Casablanca,Casablanca-Settat,MA,33.58831,-7.61138,,Africa/Casablanca
1.207.141.84,1.207.141.85,1.207.0.0,Guizhou,Hubei,CN,30.99695,110.68975,,Asia/Shanghai
105.251.163.128,105.251.164.191,105.251.0.0,Cape Town,Western Cape,ZA,-33.92584,18.42322,7945,Africa/Johannesburg
102.187.124.72,102.187.124.77,102.187.0.0,Alexandria,Alexandria,EG,31.20176,29.91582,,Africa/Cairo
1.10.240.76,1.10.240.95,1.10.0.0,Suphan Buri,Suphanburi,TH,14.47418,100.12218,72150,Asia/Bangkok
102.159.89.232,102.159.89.247,102.159.0.0,Bekalta,Al Munastīr,TN,35.61739,10.99466,,Africa/Tunis
1.157.237.0,1.157.237.7,1.157.0.0,Sydney,New South Wales,AU,-33.7556,151.1519,2072,Australia/Sydney
102.158.124.64,102.158.124.71,102.158.0.0,Zarzis,Madanīn,TN,33.50398,11.11215,,Africa/Tunis
1.2.173.118,1.2.173.119,1.2.0.0,Kong Ra,Phatthalung,TH,7.40272,99.94972,93180,Asia/Bangkok
105.109.96.187,105.109.96.187,105.109.0.0,Constantine,Constantine,DZ,36.365,6.61472,04011,Africa/Algiers
102.70.26.67,102.70.26.67,102.70.0.0,Blantyre,Southern Region,MW,-15.78499,35.00854,311106,Africa/Blantyre
102.185.106.142,102.185.106.143,102.185.0.0,Fāraskūr,Damietta,EG,31.32977,31.71507,,Africa/Cairo
104.55.57.0,104.55.57.61,104.55.0.0,Brownsville,Texas,US,25.9337,-97.5174,78520,America/Chicago
104.234.139.0,104.234.139.255,104.234.0.0,Toronto,Ontario,CA,43.7673,-79.4111,M2N,America/Toronto
104.145.231.115,104.145.231.115,104.145.0.0,New York City,New York,US,40.71427,-74.00597,10004,America/New_York
102.189.50.170,102.189.50.199,102.189.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
102.42.111.23,102.42.111.23,102.42.0.0,‘Izbat al Burj,Dakahlia,EG,31.5084,31.84106,,Africa/Cairo
102.42.60.62,102.42.60.63,102.42.0.0,Kafr ad Dawwār,Beheira,EG,31.13379,30.12969,,Africa/Cairo
101.162.86.196,101.162.86.243,101.162.0.0,Townsville,Queensland,AU,-19.26639,146.80569,4810,Australia/Brisbane
105.104.45.0,105.104.45.7,105.104.0.0,Souk Ahras,Souk Ahras,DZ,36.1883,7.9606,41032,Africa/Algiers
103.153.66.16,103.153.66.23,103.153.0.0,Kushtia,Khulna,BD,23.9028,89.11943,7050,Asia/Dhaka
1.146.8.132,1.146.8.133,1.146.0.0,Sydney,New South Wales,AU,-33.8699,151.2025,2006,Australia/Sydney
1.207.96.3,1.207.96.3,1.207.0.0,Nanjing,Jiangsu,CN,32.06167,118.77778,,Asia/Shanghai
1.206.24.239,1.206.24.239,1.206.0.0,Guiyang,Guizhou,CN,26.58333,106.71667,,Asia/Shanghai
102.156.147.112,102.156.147.167,102.156.0.0,Tunis,Tūnis,TN,36.81897,10.16579,,Africa/Tunis
101.191.139.172,101.191.139.185,101.191.0.0,Sydney,New South Wales,AU,-33.9262,151.2542,2034,Australia/Sydney
1.9.197.128,1.9.197.255,1.9.0.0,Kuala Selangor,Selangor,MY,3.35,101.25,45000,Asia/Kuala_Lumpur
101.167.13.32,101.167.13.47,101.167.0.0,Melbourne,Victoria,AU,-37.82817,145.17367,3131,Australia/Melbourne
105.110.226.106,105.110.226.107,105.110.0.0,Meskiana,Oum el Bouaghi,DZ,35.63058,7.66606,04004,Africa/Algiers
101.67.248.8,101.67.248.13,101.67.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
1.69.28.104,1.69.28.105,1.69.0.0,Hangzhou,Zhejiang,CN,30.29365,120.16142,,Asia/Shanghai
1.25.59.75,1.25.59.75,1.25.0.0,Qingdao,Shandong,CN,36.06488,120.38042,,Asia/Shanghai
